address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
59 PLYMOUTH STREET,07042,MONTCLAIR,N,C,NA,C,NA
59 TUXEDO ROAD,07042,MONTCLAIR,N,C,NA,C,NA
59 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
59 VIRGINIA AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
59 WATCHUNG AVENUE 1ST,07043,MONTCLAIR,N,C,NA,C,NA
59 WATCHUNG AVENUE 2ND,07043,MONTCLAIR,N,C,NA,C,NA
59 WOODMONT ROAD,07043,MONTCLAIR,N,C,NA,C,NA
59 WALNUT CRESCENT,07042,MONTCLAIR,N,C,NA,C,NA
59 WALNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
59 WARREN PLACE,07042,MONTCLAIR,Y,C,NA,L,NA
590 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
590 RIDGEWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
590 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
590 VALLEY ROAD,07043,MONTCLAIR,Y,C,NA,UX,NA
592 RIDGEWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
592 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
593 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
594 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
594 RIDGEWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
594 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
594 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
594-4 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
596 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
596 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
597 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
597 VALLEY ROAD,07043,MONTCLAIR,Y,L,NA,C,NA
598 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
599 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
599 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 AMELIA STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 AMHERST PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 APPLETON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 ARGYLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 BALDWIN STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 BELLAIRE DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
6 BELLEGROVE DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
6 BELVIDERE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 BERKELEY PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 BROOKLAWN ROAD,07042,MONTCLAIR,N,C,NA,C,NA
6 BRIAR HILL ROAD,07042,MONTCLAIR,N,C,NA,C,NA
6 BRUCE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 CAREY COURT,07042,MONTCLAIR,N,C,NA,C,NA
6 CARLTON DRIVE,07043,MONTCLAIR,N,C,NA,C,NA
6 CARRIAGE WAY,07042,MONTCLAIR,N,C,NA,C,NA
6 CARTERET STREET,07043,MONTCLAIR,N,C,NA,C,NA
6 CEDAR AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 CHRISTOPHER COURT,07042,MONTCLAIR,N,C,NA,C,NA
6 CLAREMONT PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 CLUB STREET - A,07042,MONTCLAIR,N,C,NA,C,NA
6 CLUB STREET - B,07042,MONTCLAIR,N,C,NA,C,NA
6 COLLEGE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
6 COLUMBUS AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 CURTIS TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
6 CAPRON LANE,07043,MONTCLAIR,N,C,NA,C,NA
6 CHARLES STREET 1ST,07042,MONTCLAIR,Y,C,NA,UX,NA
6 CHARLES STREET 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
6 CHESTER ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 CLAIRIDGE COURT,07042,MONTCLAIR,Y,C,NA,L,NA
6 CLOVERHILL PLACE,07042,MONTCLAIR,Y,C,NA,UX,NA
6 CORNELL WAY,07043,MONTCLAIR,N,C,NA,C,NA
6 DEPOT SQUARE,07042,MONTCLAIR,N,C,NA,C,NA
6 DOUGLAS ROAD,07042,MONTCLAIR,N,C,NA,C,NA
6 DEY STREET 1ST,07042,MONTCLAIR,Y,C,NA,UX,NA
6 DEY STREET 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
6 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
6 ELIZABETH ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 ERWIN PARK ROAD,07042,MONTCLAIR,N,C,NA,C,NA
6 ELMWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 ENFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 FAIRFIELD STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 FRANCIS PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 FRINK STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 FAIRVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 FERNWOOD PLACE,07043,MONTCLAIR,N,C,NA,O,Iron
6 GARFIELD PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 GEORGE STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 GLENRIDGE PKWY,07042,MONTCLAIR,N,C,NA,C,NA
6 GLENSIDE TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
6 GODFREY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 GRANT STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 GROVE TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
6 GRAHAM TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
6 GRAY STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 GRENADA PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 HAMILTON TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
6 HAWTHORNE PLACE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
6 HAWTHORNE PLACE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
6 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
6 HIGHMONT TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
6 HILLTOP PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 HOLLAND TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
6 HOLLYWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 HOMEWOOD WAY,07042,MONTCLAIR,N,C,NA,C,NA
6 HARVARD STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 HIGH TERRACE,07042,MONTCLAIR,Y,C,NA,UX,NA
6 INWOOD TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
6 JAMES STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 JEFFERSON PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 JEROME PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 KENNETH ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 KIPS RIDGE,07044,MONTCLAIR,N,C,NA,C,NA
6 KIPS RIDGE - SPRINKLER,07044,MONTCLAIR,N,C,NA,C,NA
6 LANSING PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 LASALLE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 LAUREL PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 LEE PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 LEWIS COURT,07042,MONTCLAIR,N,C,NA,C,NA
6 LEXINGTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 MADISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 MARION ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 MENDL TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
6 MISSION STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 MOUNT VERNON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 MOUNTAIN TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
6 MACOPIN AVENUE,07043,MONTCLAIR,Y,C,NA,UX,NA
6 MORNINGSIDE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
6 MOUNTAIN PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 N BROOKWOOD DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
6 NASSAU ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 NOTTING HILL WAY,07042,MONTCLAIR,N,C,NA,C,NA
6 NISHUANE ROAD,07042,MONTCLAIR,Y,C,NA,L,NA
6 NORMAN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 ORCHARD COURT,07042,MONTCLAIR,N,C,NA,C,NA
6 PARK STREET,07043,MONTCLAIR,N,C,NA,C,NA
6 PARK STREET - HOUSE METER,07043,MONTCLAIR,N,C,NA,C,NA
6 PRINCETON PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 PROSPECT TERRACE,07042,MONTCLAIR,N,C,NA,C,NA
6 PARK TERRACE,07043,MONTCLAIR,Y,C,NA,UX,NA
6 PIERSON PLACE,07042,MONTCLAIR,Y,C,NA,G,NA
6 RUTGERS PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 RIVERVIEW DRIVE W,07043,MONTCLAIR,N,C,NA,C,NA
6 RYDAL PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 S BROOKWOOD DRIVE,07042,MONTCLAIR,N,C,NA,C,NA
6 SENECA PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 SKYTOP TERRACE,07043,MONTCLAIR,N,C,NA,C,NA
6 STEPHEN COURT,07043,MONTCLAIR,N,C,NA,C,NA
6 SUTHERLAND ROAD,07042,MONTCLAIR,N,C,NA,C,NA
6 STONEHENGE ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 TALBOT STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 THE FAIRWAY,07043,MONTCLAIR,N,C,NA,C,NA
6 TICHENOR PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 TUERS PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 UNION STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 VALLEY PLACE,07043,MONTCLAIR,N,C,NA,C,NA
6 VINCENT PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 WARREN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
6 WASHINGTON STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 WATERBURY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 WELLESLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 WILFRED STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 WILLIAM STREET,07042,MONTCLAIR,N,C,NA,C,NA
6 WILLOWDALE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6 WILLOWDALE COURT,07042,MONTCLAIR,N,C,NA,C,NA
6 WOODMONT ROAD,07043,MONTCLAIR,N,C,NA,C,NA
6 WARMAN STREET,07042,MONTCLAIR,Y,C,NA,UX,NA
6 WENDOVER ROAD,07042,MONTCLAIR,N,C,NA,C,NA
6-20 LLOYD ROAD,07042,MONTCLAIR,N,C,NA,C,NA
6-8 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
6-8 WALNUT PLACE (APT 1),07042,MONTCLAIR,N,C,NA,C,NA
6-8 WALNUT PLACE 2ND (APT 4),07042,MONTCLAIR,N,C,NA,C,NA
6-8 WALNUT PLACE-#2 (APT 2),07042,MONTCLAIR,N,C,NA,C,NA
6-8 WALNUT PLACE-1ST (APT 3),07042,MONTCLAIR,N,C,NA,C,NA
6-8 WALNUT PLACE-3RD (APT 5),07042,MONTCLAIR,N,C,NA,C,NA
60 ARDSLEY ROAD,07042,MONTCLAIR,Y,C,NA,O,BRASS
60 BELLEVUE AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
60 BEVERLY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
60 CAMBRIDGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
60 CENTRAL AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
60 CHESTNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
60 DRYDEN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
60 EAGLE ROCK WAY,07042,MONTCLAIR,N,C,NA,C,NA
60 ELSTON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
60 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
60 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
60 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
60 GRANDVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
60 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
60 GREENWOOD AVENUE,07042,MONTCLAIR,Y,C,NA,L,NA
60 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 HAWTHORNE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
60 HELLER WAY,07043,MONTCLAIR,N,C,NA,C,NA
60 JAMES STREET 1ST,07042,MONTCLAIR,Y,C,NA,UX,NA
60 JAMES STREET 2ND,07042,MONTCLAIR,Y,C,NA,UX,NA
60 LLOYD ROAD,07042,MONTCLAIR,N,C,NA,C,NA
60 MADISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 MISSION STREET,07042,MONTCLAIR,N,C,NA,C,NA
60 MAPLE AVENUE 1ST,07042,MONTCLAIR,N,C,NA,G,NA
60 MAPLE AVENUE 2ND,07042,MONTCLAIR,Y,C,NA,G,NA
60 MELROSE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
60 MONTAGUE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
60 N MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 N WILLOW STREET 1ST,07042,MONTCLAIR,Y,C,NA,G,NA
60 N WILLOW STREET 2ND,07042,MONTCLAIR,Y,C,NA,G,NA
60 NISHUANE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
60 NORMAL AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
60 OVERLOOK ROAD,07043,MONTCLAIR,Y,C,NA,UX,NA
60 PLYMOUTH STREET,07042,MONTCLAIR,N,C,NA,C,NA
60 PROSPECT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 PLEASANT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 S FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 TUXEDO ROAD,07042,MONTCLAIR,N,C,NA,C,NA
60 UNDERCLIFF ROAD,07042,MONTCLAIR,N,C,NA,C,NA
60 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
60 WARREN PLACE,07042,MONTCLAIR,N,C,NA,C,NA
60 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
60 WOODMONT ROAD,07043,MONTCLAIR,N,C,NA,C,NA
60 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
60 YANTACAW BROOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
60-62 ELMWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
600 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
600 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
600 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
601 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
601 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
601-603 VALLEY ROAD,07043,MONTCLAIR,Y,C,NA,UX,NA
602 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
602 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
602-608 VALLEY ROAD,07043,MONTCLAIR,Y,C,NA,G,NA
603 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
603 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
604 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
604 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
604 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
604 VALLEY ROAD 2ND,07043,MONTCLAIR,N,C,NA,C,NA
605 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
605 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
605 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
605 VALLEY ROAD-ACCESS METH,07043,MONTCLAIR,N,C,NA,C,NA
606 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
606 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
607 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
608 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
608 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
608 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
609 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
609 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
61 ARDSLEY ROAD,07042,MONTCLAIR,N,C,NA,C,NA
61 ALEXANDER AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
61 BEVERLY ROAD,07043,MONTCLAIR,Y,C,NA,L,NA
61 BROOKFIELD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
61 CEDAR AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
61 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
61 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
61 CLUB ROAD,07043,MONTCLAIR,N,C,NA,C,NA
61 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
61 ELMWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
61 ELMWOOD AVENUE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
61 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
61 FAIRVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
61 FOREST STREET,07042,MONTCLAIR,Y,C,NA,G,NA
61 GLENRIDGE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
61 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
61 GORDONHURST AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
61 GRANDVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
61 GREENWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
61 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
61 LLOYD ROAD,07042,MONTCLAIR,N,C,NA,C,NA
61 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
61 MISSION STREET,07042,MONTCLAIR,Y,C,NA,L,NA
61 MONTAGUE PLACE 1ST,07042,MONTCLAIR,N,C,NA,C,NA
61 MONTAGUE PLACE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
61 N WILLOW STREET-1ST,07042,MONTCLAIR,N,C,NA,C,NA
61 N WILLOW STREET-2ND,07042,MONTCLAIR,N,C,NA,C,NA
61 NEW STREET,07042,MONTCLAIR,N,C,NA,C,NA
61 NORMAL AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
61 NORWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
61 OVERLOOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
61 PLEASANT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
61 PORTLAND PLACE,07042,MONTCLAIR,N,C,NA,C,NA
61 S FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
61 TUXEDO ROAD,07042,MONTCLAIR,Y,C,NA,O,brass found
61 WATCHUNG AVENUE 2ND,07043,MONTCLAIR,N,C,NA,C,NA
61 WAYSIDE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
61 WATCHUNG AVENUE 1ST,07043,MONTCLAIR,Y,C,NA,UX,NA
61 WILLOWDALE AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
61.5 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
610 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
611 UPPER MOUNTAIN AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
611 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
612 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
613 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
613-615 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
614 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
614 VALLEY ROAD 2ND,07043,MONTCLAIR,N,C,NA,C,NA
615.5 VALLEY ROAD 2ND,07043,MONTCLAIR,N,C,NA,C,NA
616 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
616 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
617 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
617 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
619 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
619 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
62 BEVERLY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
62 BROOKFIELD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
62 CAMBRIDGE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
62 CENTRAL AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 CHRISTOPHER STREET,07043,MONTCLAIR,N,C,NA,C,NA
62 CHESTNUT STREET,07042,MONTCLAIR,N,C,NA,C,NA
62 DRYDEN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
62 EDGEMONT ROAD,07042,MONTCLAIR,N,C,NA,C,NA
62 ELSTON ROAD,07043,MONTCLAIR,N,C,NA,C,NA
62 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
62 GATES AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 GLENWOOD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
62 GREENWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 GROVE STREET,07043,MONTCLAIR,N,C,NA,C,NA
62 HARRISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 HELLER WAY,07043,MONTCLAIR,N,C,NA,C,NA
62 JAMES STREET 2ND,07042,MONTCLAIR,N,C,NA,C,NA
62 JAMES STREET-1ST,07042,MONTCLAIR,N,C,NA,C,NA
62 MAPLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 MISSION STREET,07042,MONTCLAIR,N,C,NA,C,NA
62 MONTAGUE PLACE,07042,MONTCLAIR,N,C,NA,C,NA
62 MONTCLAIR AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
62 MYRTLE AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 MADISON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 N WILLOW STREET,07042,MONTCLAIR,N,C,NA,C,NA
62 NISHUANE ROAD,07042,MONTCLAIR,N,C,NA,C,NA
62 OVERLOOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
62 ORANGE ROAD,07042,MONTCLAIR,N,C,NA,O,PVC
62 PLEASANT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 PLYMOUTH STREET,07042,MONTCLAIR,N,C,NA,C,NA
62 S FULLERTON AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
62 TUXEDO ROAD,07042,MONTCLAIR,N,C,NA,C,NA
62 UNDERCLIFF ROAD,07042,MONTCLAIR,N,C,NA,C,NA
62 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
62 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
62 WILDWOOD AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
62 WATCHUNG AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
62 YANTACAW BROOK ROAD,07043,MONTCLAIR,N,C,NA,C,NA
620 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
621 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
621 VALLEY ROAD 2ND,07043,MONTCLAIR,N,C,NA,C,NA
621 VALLEY ROAD 3RD,07043,MONTCLAIR,N,C,NA,C,NA
622 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
623 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
624-628 VALLEY ROAD,07043,MONTCLAIR,Y,C,NA,UX,NA
626-8 VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
627-A VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
629 BLOOMFIELD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
629 VALLEY ROAD,07043,MONTCLAIR,N,L,NA,UX,NA
629 VALLEY ROAD,07043,MONTCLAIR,Y,L,NA,UX,NA
629B VALLEY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
63 BEVERLY ROAD,07043,MONTCLAIR,N,C,NA,C,NA
63 BROOKFIELD ROAD,07043,MONTCLAIR,N,C,NA,C,NA
63 CEDAR AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
63 CLAREMONT AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
63 CLUB ROAD,07043,MONTCLAIR,N,C,NA,C,NA
63 DRYDEN ROAD,07043,MONTCLAIR,N,C,NA,C,NA
63 ELM STREET,07042,MONTCLAIR,N,C,NA,C,NA
63 ELMWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
63 ELMWOOD AVENUE 2ND,07042,MONTCLAIR,N,C,NA,C,NA
63 ESSEX AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
63 FOREST STREET,07042,MONTCLAIR,N,C,NA,C,NA
63 GRANDVIEW PLACE,07043,MONTCLAIR,N,C,NA,C,NA
63 GREENWOOD AVENUE,07042,MONTCLAIR,N,C,NA,C,NA
63 GLENRIDGE AVENUE,07042,MONTCLAIR,Y,C,NA,UX,NA
63 HELLER WAY,07043,MONTCLAIR,N,C,NA,C,NA
63 HIGHLAND AVENUE,07043,MONTCLAIR,N,C,NA,C,NA
63 MISSION 2ND & 3RD,07042,MONTCLAIR,N,C,NA,C,NA
