address,zip,town,address_full,suspected_lead,psl_materials,psl_other,service_line,csl_other,latitude,longitude,coord_source,flag_incomplete,latitude_adj,longitude_adj,address_full_adj
551 VALLEY ROAD STORE C,7043,MONTCLAIR,"551 VALLEY ROAD STORE C, MONTCLAIR, NJ, 07043",N,C,,C,,40.838784453433,-74.207532780189,census,0,40.838784453433,-74.207532780189,"551 VALLEY ROAD STORE C, MONTCLAIR, NJ, 07043"
551 VALLEY ROAD-APT 1,7043,MONTCLAIR,"551 VALLEY ROAD-APT 1, MONTCLAIR, NJ, 07043",N,C,,C,,40.838784453433,-74.207532780189,census,0,40.838784453433,-74.207532780189,"551 VALLEY ROAD-APT 1, MONTCLAIR, NJ, 07043"
552 HIGHLAND AVENUE,7043,MONTCLAIR,"552 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.858079587954,-74.205485629254,census,0,40.858079587954,-74.205485629254,"552 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
552 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"552 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.855982925514,-74.204115102459,census,0,40.855982925514,-74.204115102459,"552 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
552 VALLEY ROAD,7043,MONTCLAIR,"552 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.838645528236,-74.207643901938,census,0,40.838645528236,-74.207643901938,"552 VALLEY ROAD, MONTCLAIR, NJ, 07043"
553 BLOOMFIELD AVENUE,7042,MONTCLAIR,"553 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.81520775794,-74.219141285208,census,0,40.81520775794,-74.219141285208,"553 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
553 GROVE STREET,7043,MONTCLAIR,"553 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.84216626312,-74.194513219175,census,0,40.84216626312,-74.194513219175,"553 GROVE STREET, MONTCLAIR, NJ, 07043"
553 PARK STREET,7043,MONTCLAIR,"553 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.850487800236,-74.196570432485,census,0,40.850487800236,-74.196570432485,"553 PARK STREET, MONTCLAIR, NJ, 07043"
553 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"553 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.855878369799,-74.203961171779,census,0,40.855878369799,-74.203961171779,"553 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
554 BLOOMFIELD AVENUE,7042,MONTCLAIR,"554 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.8153183,-74.2197939,google_prior,0,40.8153183,-74.2197939,"554 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
554 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"554 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.856142749647,-74.204118779384,census,0,40.856142749647,-74.204118779384,"554 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
554 VALLEY ROAD,7043,MONTCLAIR,"554 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.83875425189,-74.207679155933,census,0,40.83875425189,-74.207679155933,"554 VALLEY ROAD, MONTCLAIR, NJ, 07043"
555 BLOOMFIELD AVENUE,7042,MONTCLAIR,"555 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.815342620316,-74.219317192617,census,0,40.815342620316,-74.219317192617,"555 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
555 PARK STREET,7043,MONTCLAIR,"555 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.850644054032,-74.19648826454,census,0,40.850644054032,-74.19648826454,"555 PARK STREET, MONTCLAIR, NJ, 07043"
555 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"555 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.856024875254,-74.203964542294,census,0,40.856024875254,-74.203964542294,"555 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
556 BLOOMFIELD AVENUE,7042,MONTCLAIR,"556 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.815964758531,-74.220329033511,census,0,40.815964758531,-74.220329033511,"556 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
556 GROVE STREET,7043,MONTCLAIR,"556 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.842935019695,-74.194591005786,census,0,40.842935019695,-74.194591005786,"556 GROVE STREET, MONTCLAIR, NJ, 07043"
557 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"557 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.856171380709,-74.203967912809,census,0,40.856171380709,-74.203967912809,"557 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
558 BLOOMFIELD AVENUE,7042,MONTCLAIR,"558 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.816324834274,-74.220792895691,census,0,40.816324834274,-74.220792895691,"558 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
558 HIGHLAND AVENUE,7043,MONTCLAIR,"558 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.858420532668,-74.205464096607,census,0,40.858420532668,-74.205464096607,"558 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
558 PARK STREET,7043,MONTCLAIR,"558 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.850842661823,-74.196546859772,census,0,40.850842661823,-74.196546859772,"558 PARK STREET, MONTCLAIR, NJ, 07043"
558 VALLEY ROAD,7043,MONTCLAIR,"558 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.838963198576,-74.207737466616,census,0,40.838963198576,-74.207737466616,"558 VALLEY ROAD, MONTCLAIR, NJ, 07043"
559 BLOOMFIELD AVENUE,7042,MONTCLAIR,"559 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.815612345068,-74.219669007433,census,0,40.815612345068,-74.219669007433,"559 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
559 PARK STREET,7043,MONTCLAIR,"559 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.850906677005,-74.196350041471,census,0,40.850906677005,-74.196350041471,"559 PARK STREET, MONTCLAIR, NJ, 07043"
559 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"559 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.856317886165,-74.203971283324,census,0,40.856317886165,-74.203971283324,"559 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
56 ALEXANDER AVENUE,7043,MONTCLAIR,"56 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.848115324086,-74.188770013994,census,0,40.848115324086,-74.188770013994,"56 ALEXANDER AVENUE, MONTCLAIR, NJ, 07043"
56 AUBREY ROAD,7043,MONTCLAIR,"56 AUBREY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.833293529376,-74.200422945266,census,0,40.833293529376,-74.200422945266,"56 AUBREY ROAD, MONTCLAIR, NJ, 07043"
56 BEVERLY ROAD,7043,MONTCLAIR,"56 BEVERLY ROAD, MONTCLAIR, NJ, 07043",Y,C,,G,,40.830324024701,-74.19625833589,census,0,40.830324024701,-74.19625833589,"56 BEVERLY ROAD, MONTCLAIR, NJ, 07043"
56 CHRISTOPHER STREET,7043,MONTCLAIR,"56 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.818001284882,-74.206880584167,census,0,40.818001284882,-74.206880584167,"56 CHRISTOPHER STREET, MONTCLAIR, NJ, 07043"
56 CHURCH STREET,7042,MONTCLAIR,"56 CHURCH STREET, MONTCLAIR, NJ, 07042",N,C,,O,IRON,40.814268625767,-74.22010484391,census,0,40.814268625767,-74.22010484391,"56 CHURCH STREET, MONTCLAIR, NJ, 07042"
56 CHURCH STREET,7042,MONTCLAIR,"56 CHURCH STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.814268625767,-74.22010484391,census,0,40.814268625767,-74.22010484391,"56 CHURCH STREET, MONTCLAIR, NJ, 07042"
56 CAMBRIDGE ROAD,7042,MONTCLAIR,"56 CAMBRIDGE ROAD, MONTCLAIR, NJ, 07042",Y,C,,G,,40.816350215067,-74.203690984088,census,0,40.816350215067,-74.203690984088,"56 CAMBRIDGE ROAD, MONTCLAIR, NJ, 07042"
56 CENTRAL AVENUE,7042,MONTCLAIR,"56 CENTRAL AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.823163694303,-74.216548687332,census,0,40.823163694303,-74.216548687332,"56 CENTRAL AVENUE, MONTCLAIR, NJ, 07042"
56 DRYDEN ROAD,7043,MONTCLAIR,"56 DRYDEN ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.837394653915,-74.194421988666,census,0,40.837394653915,-74.194421988666,"56 DRYDEN ROAD, MONTCLAIR, NJ, 07043"
56 ELM STREET,7042,MONTCLAIR,"56 ELM STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.807423485786,-74.215676076477,census,0,40.807423485786,-74.215676076477,"56 ELM STREET, MONTCLAIR, NJ, 07042"
56 ELMWOOD AVENUE,7042,MONTCLAIR,"56 ELMWOOD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.806258244279,-74.214989965846,census,0,40.806258244279,-74.214989965846,"56 ELMWOOD AVENUE, MONTCLAIR, NJ, 07042"
56 ELMWOOD AVENUE,7042,MONTCLAIR,"56 ELMWOOD AVENUE, MONTCLAIR, NJ, 07042",Y,C,,UX,,40.806258244279,-74.214989965846,census,0,40.806258244279,-74.214989965846,"56 ELMWOOD AVENUE, MONTCLAIR, NJ, 07042"
56 FOREST STREET,7042,MONTCLAIR,"56 FOREST STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.816325139618,-74.213452728034,census,0,40.816325139618,-74.213452728034,"56 FOREST STREET, MONTCLAIR, NJ, 07042"
56 GATES AVENUE - #5,7042,MONTCLAIR,"56 GATES AVENUE - #5, MONTCLAIR, NJ, 07042",N,C,,C,,40.807421508309,-74.217173819983,census,0,40.807421508309,-74.217173819983,"56 GATES AVENUE - #5, MONTCLAIR, NJ, 07042"
56 GATES AVENUE APT1,7042,MONTCLAIR,"56 GATES AVENUE APT1, MONTCLAIR, NJ, 07042",N,C,,C,,40.807421508309,-74.217173819983,census,0,40.807421508309,-74.217173819983,"56 GATES AVENUE APT1, MONTCLAIR, NJ, 07042"
56 GATES AVENUE APT3,7042,MONTCLAIR,"56 GATES AVENUE APT3, MONTCLAIR, NJ, 07042",N,C,,C,,40.807421508309,-74.217173819983,census,0,40.807421508309,-74.217173819983,"56 GATES AVENUE APT3, MONTCLAIR, NJ, 07042"
56 GATES AVENUE APT6,7042,MONTCLAIR,"56 GATES AVENUE APT6, MONTCLAIR, NJ, 07042",N,C,,C,,40.807421508309,-74.217173819983,census,0,40.807421508309,-74.217173819983,"56 GATES AVENUE APT6, MONTCLAIR, NJ, 07042"
56 GATES AVENUE-BUILD METER,7042,MONTCLAIR,"56 GATES AVENUE-BUILD METER, MONTCLAIR, NJ, 07042",N,C,,C,,40.807421508309,-74.217173819983,census,0,40.807421508309,-74.217173819983,"56 GATES AVENUE-BUILD METER, MONTCLAIR, NJ, 07042"
56 GATES AVENUEAPT2,7042,MONTCLAIR,"56 GATES AVENUEAPT2, MONTCLAIR, NJ, 07042",N,C,,C,,40.8072693,-74.2170962,google_prior,0,40.8072693,-74.2170962,"56 GATES AVENUEAPT2, MONTCLAIR, NJ, 07042"
56 GATES AVENUEAPT4,7042,MONTCLAIR,"56 GATES AVENUEAPT4, MONTCLAIR, NJ, 07042",N,C,,C,,40.8073159,-74.217058,google_prior,0,40.8073159,-74.217058,"56 GATES AVENUEAPT4, MONTCLAIR, NJ, 07042"
56 GRANDVIEW PLACE,7043,MONTCLAIR,"56 GRANDVIEW PLACE, MONTCLAIR, NJ, 07043",N,C,,C,,40.836571751368,-74.194633363717,census,0,40.836571751368,-74.194633363717,"56 GRANDVIEW PLACE, MONTCLAIR, NJ, 07043"
56 GRAY STREET,7042,MONTCLAIR,"56 GRAY STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.825270885343,-74.196801048764,census,0,40.825270885343,-74.196801048764,"56 GRAY STREET, MONTCLAIR, NJ, 07042"
56 GORDONHURST AVENUE,7043,MONTCLAIR,"56 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.831492881439,-74.196627910511,census,0,40.831492881439,-74.196627910511,"56 GORDONHURST AVENUE, MONTCLAIR, NJ, 07043"
56 HAWTHORNE PLACE,7042,MONTCLAIR,"56 HAWTHORNE PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.808924719969,-74.218962710689,census,0,40.808924719969,-74.218962710689,"56 HAWTHORNE PLACE, MONTCLAIR, NJ, 07042"
56 HARRISON AVENUE,7042,MONTCLAIR,"56 HARRISON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.806914693181,-74.224197630511,census,0,40.806914693181,-74.224197630511,"56 HARRISON AVENUE, MONTCLAIR, NJ, 07042"
56 HIGHLAND AVENUE,7043,MONTCLAIR,"56 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.827484937914,-74.22395463108,census,0,40.827484937914,-74.22395463108,"56 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
56 LLEWELLYN ROAD,7042,MONTCLAIR,"56 LLEWELLYN ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.803336696496,-74.224396364842,census,0,40.803336696496,-74.224396364842,"56 LLEWELLYN ROAD, MONTCLAIR, NJ, 07042"
56 MADISON AVENUE,7042,MONTCLAIR,"56 MADISON AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.797985169844,-74.217773240851,census,0,40.797985169844,-74.217773240851,"56 MADISON AVENUE, MONTCLAIR, NJ, 07042"
56 MAPLE AVENUE,7042,MONTCLAIR,"56 MAPLE AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.805144621348,-74.212218722151,census,0,40.805144621348,-74.212218722151,"56 MAPLE AVENUE, MONTCLAIR, NJ, 07042"
56 MONTAGUE PLACE 1ST,7042,MONTCLAIR,"56 MONTAGUE PLACE 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.818056517379,-74.21978540041,census,0,40.818056517379,-74.21978540041,"56 MONTAGUE PLACE 1ST, MONTCLAIR, NJ, 07042"
56 MONTAGUE PLACE-2ND,7042,MONTCLAIR,"56 MONTAGUE PLACE-2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.818056517379,-74.21978540041,census,0,40.818056517379,-74.21978540041,"56 MONTAGUE PLACE-2ND, MONTCLAIR, NJ, 07042"
56 NISHUANE ROAD,7042,MONTCLAIR,"56 NISHUANE ROAD, MONTCLAIR, NJ, 07042",N,C,,C,,40.796387980033,-74.225685326637,census,0,40.796387980033,-74.225685326637,"56 NISHUANE ROAD, MONTCLAIR, NJ, 07042"
56 OAKWOOD AVENUE,7043,MONTCLAIR,"56 OAKWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.843089057569,-74.205995739005,census,0,40.843089057569,-74.205995739005,"56 OAKWOOD AVENUE, MONTCLAIR, NJ, 07043"
56 OVERLOOK ROAD,7043,MONTCLAIR,"56 OVERLOOK ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.84853577154,-74.196228116101,census,0,40.84853577154,-74.196228116101,"56 OVERLOOK ROAD, MONTCLAIR, NJ, 07043"
56 PARK STREET,7043,MONTCLAIR,"56 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.831199244788,-74.20601941959,census,0,40.831199244788,-74.20601941959,"56 PARK STREET, MONTCLAIR, NJ, 07043"
56 PLEASANT WAY,7042,MONTCLAIR,"56 PLEASANT WAY, MONTCLAIR, NJ, 07042",N,C,,C,,40.791498618625,-74.218690328056,census,0,40.791498618625,-74.218690328056,"56 PLEASANT WAY, MONTCLAIR, NJ, 07042"
56 SHERMAN STREET,7042,MONTCLAIR,"56 SHERMAN STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.810081081544,-74.206641008021,census,0,40.810081081544,-74.206641008021,"56 SHERMAN STREET, MONTCLAIR, NJ, 07042"
56 WALNUT CRESCENT 1ST,7042,MONTCLAIR,"56 WALNUT CRESCENT 1ST, MONTCLAIR, NJ, 07042",N,C,,C,,40.814277340845,-74.203583843519,census,0,40.814277340845,-74.203583843519,"56 WALNUT CRESCENT 1ST, MONTCLAIR, NJ, 07042"
56 WALNUT CRESCENT-2ND,7042,MONTCLAIR,"56 WALNUT CRESCENT-2ND, MONTCLAIR, NJ, 07042",N,C,,C,,40.814277340845,-74.203583843519,census,0,40.814277340845,-74.203583843519,"56 WALNUT CRESCENT-2ND, MONTCLAIR, NJ, 07042"
56 WALNUT STREET,7042,MONTCLAIR,"56 WALNUT STREET, MONTCLAIR, NJ, 07042",N,C,,C,,40.814664236834,-74.20697302521,census,0,40.814664236834,-74.20697302521,"56 WALNUT STREET, MONTCLAIR, NJ, 07042"
56 WARREN PLACE,7042,MONTCLAIR,"56 WARREN PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.805180286547,-74.225488936209,census,0,40.805180286547,-74.225488936209,"56 WARREN PLACE, MONTCLAIR, NJ, 07042"
56 WATCHUNG AVENUE,7043,MONTCLAIR,"56 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.832693314674,-74.210850583108,census,0,40.832693314674,-74.210850583108,"56 WATCHUNG AVENUE, MONTCLAIR, NJ, 07043"
56 WAYSIDE PLACE,7042,MONTCLAIR,"56 WAYSIDE PLACE, MONTCLAIR, NJ, 07042",N,C,,C,,40.801618961655,-74.230597292781,census,0,40.801618961655,-74.230597292781,"56 WAYSIDE PLACE, MONTCLAIR, NJ, 07042"
56 WILDWOOD AVENUE,7043,MONTCLAIR,"56 WILDWOOD AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.834278076512,-74.194751445987,census,0,40.834278076512,-74.194751445987,"56 WILDWOOD AVENUE, MONTCLAIR, NJ, 07043"
56 WOODMONT ROAD,7043,MONTCLAIR,"56 WOODMONT ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.840986077031,-74.187829809483,census,0,40.840986077031,-74.187829809483,"56 WOODMONT ROAD, MONTCLAIR, NJ, 07043"
56 WARFIELD STREET,7043,MONTCLAIR,"56 WARFIELD STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.849866538031,-74.209301339485,census,0,40.849866538031,-74.209301339485,"56 WARFIELD STREET, MONTCLAIR, NJ, 07043"
56 WILLOWDALE AVENUE,7042,MONTCLAIR,"56 WILLOWDALE AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.801344924751,-74.213264248096,census,0,40.801344924751,-74.213264248096,"56 WILLOWDALE AVENUE, MONTCLAIR, NJ, 07042"
56 YANTACAW BROOK ROAD,7043,MONTCLAIR,"56 YANTACAW BROOK ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.843132597078,-74.191209660923,census,0,40.843132597078,-74.191209660923,"56 YANTACAW BROOK ROAD, MONTCLAIR, NJ, 07043"
560 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"560 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.856622222047,-74.20412981016,census,0,40.856622222047,-74.20412981016,"560 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
561 HIGHLAND AVENUE,7043,MONTCLAIR,"561 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.858787559447,-74.205219685632,census,0,40.858787559447,-74.205219685632,"561 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
561 PARK STREET,7043,MONTCLAIR,"561 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.850981456208,-74.196310551329,census,0,40.850981456208,-74.196310551329,"561 PARK STREET, MONTCLAIR, NJ, 07043"
561 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"561 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.85646439162,-74.203974653839,census,0,40.85646439162,-74.203974653839,"561 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
562 HIGHLAND AVENUE,7043,MONTCLAIR,"562 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.858484273917,-74.205448414235,census,0,40.858484273917,-74.205448414235,"562 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
562 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"562 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.85678204618,-74.204133487085,census,0,40.85678204618,-74.204133487085,"562 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
562-70 VALLEY ROAD,7043,MONTCLAIR,"562-70 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.839175894519,-74.207789860086,census,0,40.839175894519,-74.207789860086,"562-70 VALLEY ROAD, MONTCLAIR, NJ, 07043"
563 PARK STREET,7043,MONTCLAIR,"563 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.851056235412,-74.196271061187,census,0,40.851056235412,-74.196271061187,"563 PARK STREET, MONTCLAIR, NJ, 07043"
563 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"563 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.856610897076,-74.203978024354,census,0,40.856610897076,-74.203978024354,"563 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
564 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"564 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.856941870313,-74.20413716401,census,0,40.856941870313,-74.20413716401,"564 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
564 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"564 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.856941870313,-74.20413716401,census,0,40.856941870313,-74.20413716401,"564 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
565 GROVE STREET,7043,MONTCLAIR,"565 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.843085601304,-74.194428698488,census,0,40.843085601304,-74.194428698488,"565 GROVE STREET, MONTCLAIR, NJ, 07043"
565 HIGHLAND AVENUE,7043,MONTCLAIR,"565 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.858966335843,-74.205157676062,census,0,40.858966335843,-74.205157676062,"565 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
565 PARK STREET,7043,MONTCLAIR,"565 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.851131014615,-74.196231571046,census,0,40.851131014615,-74.196231571046,"565 PARK STREET, MONTCLAIR, NJ, 07043"
565 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"565 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",Y,C,,O,BRASS,40.856757402531,-74.203981394868,census,0,40.856757402531,-74.203981394868,"565 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
565.571 VALLEY,7043,MONTCLAIR,"565.571 VALLEY, MONTCLAIR, NJ, 07043",N,C,,C,,40.839635479509,-74.207733239727,census,0,40.839635479509,-74.207733239727,"565.571 VALLEY, MONTCLAIR, NJ, 07043"
566 HIGHLAND AVENUE,7043,MONTCLAIR,"566 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.858548015165,-74.205432731862,census,0,40.858548015165,-74.205432731862,"566 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
566 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"566 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.857101694446,-74.204140840936,census,0,40.857101694446,-74.204140840936,"566 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
567 GROVE STREET,7043,MONTCLAIR,"567 GROVE STREET, MONTCLAIR, NJ, 07043",Y,C,,UX,,40.843281458362,-74.194414888044,census,0,40.843281458362,-74.194414888044,"567 GROVE STREET, MONTCLAIR, NJ, 07043"
567 HIGHLAND AVENUE,7043,MONTCLAIR,"567 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.859057731623,-74.205108538545,census,0,40.859057731623,-74.205108538545,"567 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
567 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"567 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",Y,C,,UX,,40.856903907987,-74.203984765383,census,0,40.856903907987,-74.203984765383,"567 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
567 VALLEY ROAD,7043,MONTCLAIR,"567 VALLEY ROAD, MONTCLAIR, NJ, 07043",N,C,,C,,40.839464127552,-74.207697165646,census,0,40.839464127552,-74.207697165646,"567 VALLEY ROAD, MONTCLAIR, NJ, 07043"
568 BLOOMFIELD AVENUE,7042,MONTCLAIR,"568 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.815127254677,-74.219249038878,census,0,40.815127254677,-74.219249038878,"568 BLOOMFIELD AVENUE, MONTCLAIR, NJ, 07042"
568 HIGHLAND AVENUE,7043,MONTCLAIR,"568 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.858579885789,-74.205424890675,census,0,40.858579885789,-74.205424890675,"568 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
568 PARK STREET,7043,MONTCLAIR,"568 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.851264045036,-74.196324451405,census,0,40.851264045036,-74.196324451405,"568 PARK STREET, MONTCLAIR, NJ, 07043"
569 GROVE STREET,7043,MONTCLAIR,"569 GROVE STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.843549194996,-74.19439368608,census,0,40.843549194996,-74.19439368608,"569 GROVE STREET, MONTCLAIR, NJ, 07043"
569 HIGHLAND AVENUE,7043,MONTCLAIR,"569 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043",N,C,,C,,40.859149127404,-74.205059401029,census,0,40.859149127404,-74.205059401029,"569 HIGHLAND AVENUE, MONTCLAIR, NJ, 07043"
569 PARK STREET,7043,MONTCLAIR,"569 PARK STREET, MONTCLAIR, NJ, 07043",N,C,,C,,40.851280573022,-74.196152590763,census,0,40.851280573022,-74.196152590763,"569 PARK STREET, MONTCLAIR, NJ, 07043"
569 UPPER MOUNTAIN AVENUE,7042,MONTCLAIR,"569 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042",N,C,,C,,40.857050413442,-74.203988135898,census,0,40.857050413442,-74.203988135898,"569 UPPER MOUNTAIN AVENUE, MONTCLAIR, NJ, 07042"
569.5 GROVE STREET #1,7043,MONTCLAIR,"569.5 GROVE STREET #1, MONTCLAIR, NJ, 07043",N,C,,C,,40.811616613167,-74.211507789984,census,0,40.811616613167,-74.211507789984,"569.5 GROVE STREET #1, MONTCLAIR, NJ, 07043"
