address,zip,town,suspected_lead,psl_materials,psl_other,service_line,csl_other
71 Pleasant Avenue,07042,Montclair,Y,C,,UX,
71 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
71 STONEBRIDGE ROAD,07042,Montclair,N,C,,C,
71 VALLEY ROAD 2ND,07043,Montclair,N,C,,C,
71 VALLEY ROAD-1ST,07043,Montclair,N,C,,C,
71 WILDWOOD AVENUE-1ST FL,07043,Montclair,N,C,,C,
71 WILDWOOD AVENUE-2ND FL,07043,Montclair,N,C,,C,
71.5 GLENRIDGE AVENUE,07042,Montclair,N,C,,C,
710 VALLEY ROAD-REAR,07043,Montclair,N,C,,C,
710 Valley Road,07043,Montclair,Y,C,,UX,
711 VALLEY ROAD,07043,Montclair,N,C,,C,
712 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
712 GROVE STREET,07043,Montclair,N,C,,C,
714 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
714 VALLEY ROAD,07043,Montclair,N,C,,C,
716 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
716 VALLEY ROAD 1ST FL,07043,Montclair,N,C,,C,
716 VALLEY ROAD 2ND FL,07043,Montclair,N,C,,C,
72 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
72 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
72 BEVERLY ROAD,07043,Montclair,N,C,,C,
72 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
72 CENTRAL AVENUE,07042,Montclair,N,C,,C,
72 CHESTNUT STREET,07042,Montclair,N,C,,C,
72 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
72 Cambridge Road,07042,Montclair,N,C,,C,
72 Dryden Road,07043,Montclair,N,C,,C,
72 FOREST STREET,07042,Montclair,N,C,,C,
72 GATES AVENUE,07042,Montclair,N,C,,C,
72 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
72 GRANDVIEW PLACE,07043,Montclair,N,C,,C,
72 GREENWOOD AVENUE,07042,Montclair,N,C,,C,
72 HIGH STREET,07042,Montclair,N,C,,C,
72 Lloyd Road,07042,Montclair,N,C,,C,
72 MELROSE PLACE,07042,Montclair,N,C,,C,
72 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
72 Maple Avenue,07042,Montclair,Y,C,,G,
72 N WILLOW STREET-1ST,07042,Montclair,N,C,,C,
72 N WILLOW STREET-2ND,07042,Montclair,N,C,,C,
72 Normal Avenue,07043,Montclair,N,C,,C,
72 Norwood Avenue,07043,Montclair,N,C,,C,
72 OAKWOOD AVENUE,07043,Montclair,N,C,,C,
72 OVERLOOK ROAD,07043,Montclair,N,C,,C,
72 PLYMOUTH STREET,07042,Montclair,N,C,,C,
72 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
72 VALLEY ROAD,07043,Montclair,N,C,,C,
72 WILDWOOD AVENUE,07043,Montclair,N,C,,C,
72 Watchung Avenue 1ST,07043,Montclair,N,C,,C,
72 Watchung Avenue 2ND,07043,Montclair,N,C,,C,
720 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
720 VALLEY ROAD,07043,Montclair,N,C,,C,
722 VALLEY ROAD,07043,Montclair,N,C,,C,
725 GROVE STREET,07043,Montclair,N,C,,C,
725 VALLEY ROAD,07043,Montclair,N,C,,C,
729 VALLEY ROAD,07043,Montclair,N,C,,C,
73 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
73 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
73 CHESTNUT STREET,07042,Montclair,N,C,,C,
73 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
73 CHURCH STREET,07042,Montclair,N,C,,C,
73 Central Avenue,07042,Montclair,N,C,,C,
73 DRYDEN ROAD,07043,Montclair,N,C,,C,
73 EDGEMONT ROAD,07042,Montclair,N,C,,C,
73 ELM STREET,07042,Montclair,N,C,,C,
73 ESSEX AVENUE,07042,Montclair,N,C,,C,
73 FOREST STREET 1ST,07042,Montclair,N,C,,C,
73 FOREST STREET 2ND,07042,Montclair,N,C,,C,
73 GLENRIDGE AVENUE - APT 1,07042,Montclair,N,C,,C,
73 GLENRIDGE AVENUE - APT 2,07042,Montclair,N,C,,C,
73 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
73 GRANDVIEW PLACE,07043,Montclair,N,C,,C,
73 GROVE STREET,07043,Montclair,N,C,,C,
73 Gates Avenue,07042,Montclair,N,C,,C,
73 High Street,07042,Montclair,N,C,,C,
73 Inwood Avenue,07043,Montclair,N,C,,C,
73 MISSION STREET,07042,Montclair,N,C,,C,
73 MONTAGUE PLACE,07042,Montclair,N,C,,C,
73 MYRTLE AVENUE,07042,Montclair,N,C,,C,
73 N Fullerton Avenue 1ST,07042,Montclair,N,C,,C,
73 N Fullerton Avenue 2ND,07042,Montclair,N,C,,C,
73 N WILLOW STREET,07042,Montclair,N,C,,C,
73 OAKWOOD AVENUE,07043,Montclair,N,C,,C,
73 OVERLOOK ROAD,07043,Montclair,N,C,,C,
73 PARK STREET,07043,Montclair,N,C,,C,
73 PLEASANT AVENUE,07042,Montclair,N,C,,C,
73 Pine Street,07042,Montclair,N,C,,C,
73 Pleasant Way,07042,Montclair,N,C,,C,
73 Plymouth Street,07042,Montclair,N,C,,C,
73 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
73 UPPER MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
73 VALLEY ROAD-1ST,07043,Montclair,N,C,,C,
73 VALLEY ROAD-2ND FL,07043,Montclair,N,C,,C,
732 VALLEY ROAD,07043,Montclair,N,C,,C,
732-734 1/2 Valley Road,07043,Montclair,Y,C,,UX,
734-A VALLEY ROAD,07043,Montclair,N,C,,C,
734-C VALLEY ROAD,07043,Montclair,N,C,,C,
734.5 VALLEY ROAD,07043,Montclair,N,C,,C,
736 VALLEY ROAD,07043,Montclair,N,C,,C,
74 BEVERLY ROAD,07043,Montclair,N,C,,C,
74 Bellevue Avenue,07043,Montclair,N,C,,C,
74 CLINTON AVENUE,07042,Montclair,N,C,,C,
74 Central Avenue,07042,Montclair,N,C,,C,
74 Christopher Street,07043,Montclair,N,C,,C,
74 Church Street,07042,Montclair,N,C,,C,
74 DRYDEN ROAD,07043,Montclair,N,C,,C,
74 ELM STREET,07042,Montclair,N,C,,C,
74 FOREST STREET,07042,Montclair,N,C,,C,
74 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
74 Grove Street,07043,Montclair,N,C,,C,
74 HIGH STREET,07042,Montclair,N,C,,C,
74 Highland Avenue,07043,Montclair,N,C,,C,
74 MIDLAND AVENUE,07042,Montclair,N,C,,C,
74 MISSION STREET,07042,Montclair,N,C,,C,
74 MONTAGUE PLACE,07042,Montclair,N,C,,C,
74 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
74 Melrose Place,07042,Montclair,N,C,,C,
74 N Fullerton Avenue,07042,Montclair,N,C,,C,
74 N WILLOW STREET,07042,Montclair,N,C,,C,
74 OAKWOOD AVENUE,07043,Montclair,N,C,,C,
74 OVERLOOK ROAD,07043,Montclair,N,C,,C,
74 PROSPECT AVENUE,07042,Montclair,N,C,,C,
74 Pleasant Avenue,07042,Montclair,Y,C,,L,
74 Porter Place,07042,Montclair,Y,C,,L,
74 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
74 Upper Mountain Avenue,07042,Montclair,N,C,,C,
74 VALLEY ROAD 1ST,07043,Montclair,N,C,,C,
74 VALLEY ROAD 2ND,07043,Montclair,N,C,,C,
74 WOODLAND AVENUE,07042,Montclair,N,C,,C,
74-76 CHESTNUT STREET,07042,Montclair,N,C,,C,
740 VALLEY ROAD,07043,Montclair,N,C,,C,
746 Valley Road,07043,Montclair,N,C,,C,
748 VALLEY ROAD,07043,Montclair,N,C,,C,
75 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
75 BEVERLY ROAD,07043,Montclair,N,C,,C,
75 CAMBRIDGE ROAD,07042,Montclair,N,C,,C,
75 CENTRAL AVENUE 1ST,07042,Montclair,N,C,,C,
75 CENTRAL AVENUE 2ND,07042,Montclair,N,C,,C,
75 CLUB ROAD,07043,Montclair,N,C,,C,
75 COLUMBUS AVENUE,07042,Montclair,N,C,,C,
75 Cedar Avenue,07042,Montclair,Y,C,,UX,
75 Christopher Street,07043,Montclair,N,C,,C,
75 ELM STREET,07042,Montclair,N,C,,C,
75 ESSEX AVENUE,07042,Montclair,N,C,,C,
75 Edgemont Road,07042,Montclair,N,C,,C,
75 FOREST STREET 1ST,07042,Montclair,N,C,,C,
75 FOREST STREET 2ND,07042,Montclair,N,C,,C,
75 GLENRIDGE AVENUE - FRONT,07042,Montclair,N,C,,C,
75 GLENRIDGE AVENUE - REAR,07042,Montclair,N,C,,C,
75 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
75 Gates Avenue,07042,Montclair,N,C,,C,
75 Grandview Place,07043,Montclair,N,C,,C,
75 HELLER WAY,07043,Montclair,N,C,,C,
75 Harrison Avenue,07042,Montclair,N,C,,O,Iron
75 LLEWELLYN ROAD,07042,Montclair,N,C,,C,
75 LLOYD ROAD,07042,Montclair,N,C,,C,
75 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
75 Midland Avenue,07042,Montclair,N,C,,C,
75 Montague Place 1ST,07042,Montclair,N,C,,C,
75 Montague Place 2ND,07042,Montclair,N,C,,C,
75 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
75 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
75 NORMAL AVENUE,07043,Montclair,N,C,,C,
75 OAKWOOD AVENUE,07043,Montclair,N,C,,C,
75 PINE STREET,07042,Montclair,N,C,,C,
75 PLEASANT AVENUE,07042,Montclair,N,C,,C,
75 Prospect Avenue,07042,Montclair,Y,C,,L,
75 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
75 VALLEY ROAD,07043,Montclair,N,C,,C,
75 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
75-77 N Willow Street,07042,Montclair,Y,UX,,G,
750 VALLEY ROAD,07043,Montclair,N,C,,C,
752 VALLEY ROAD,07043,Montclair,N,C,,C,
76 BEVERLY ROAD,07043,Montclair,N,C,,C,
76 Bellevue Avenue,07043,Montclair,N,C,,C,
76 Buckingham Road,07043,Montclair,N,C,,C,
76 CHURCH STREET,07042,Montclair,N,C,,C,
76 CLUB ROAD,07043,Montclair,N,C,,C,
76 Christopher Street,07043,Montclair,Y,C,,L,
76 Columbus Avenue,07042,Montclair,N,C,,C,
76 EDGEMONT ROAD,07042,Montclair,N,C,,C,
76 ELM STREET,07042,Montclair,N,C,,C,
76 FOREST STREET,07042,Montclair,N,C,,C,
76 GATES AVENUE,07042,Montclair,N,C,,C,
76 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
76 GROVE STREET,07043,Montclair,N,C,,C,
76 HELLER WAY,07043,Montclair,N,C,,C,
76 HIGH STREET,07042,Montclair,N,C,,C,
76 INWOOD AVENUE,07043,Montclair,N,C,,C,
76 MIDLAND AVENUE,07042,Montclair,N,C,,C,
76 MISSION STREET 1ST,07042,Montclair,N,C,,C,
76 MISSION STREET 2ND,07042,Montclair,N,C,,C,
76 MONTAGUE PLACE,07042,Montclair,N,C,,C,
76 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
76 NORMAL AVENUE,07043,Montclair,N,C,,C,
76 OAKWOOD AVENUE,07043,Montclair,N,C,,C,
76 Park Street,07043,Montclair,N,C,,C,
76 Plymouth Street,07042,Montclair,N,C,,O,POLY
76 Porter Place,07042,Montclair,Y,C,,UX,
76 STONEBRIDGE ROAD,07042,Montclair,N,C,,C,
76 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
76 Watchung Avenue,07043,Montclair,Y,C,,L,
76 YANTACAW BROOK ROAD,07043,Montclair,N,C,,C,
761 VALLEY ROAD,07043,Montclair,N,C,,C,
763 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
764 BLOOMFIELD AVENUE,07042,Montclair,N,C,,C,
764 Valley Road,07043,Montclair,N,C,,C,
765 VALLEY ROAD,07043,Montclair,N,C,,C,
767 VALLEY ROAD,07043,Montclair,N,C,,C,
768 VALLEY ROAD,07043,Montclair,N,C,,C,
77 (Rear) Grove Street,07043,Montclair,Y,C,,UX,
77 BEVERLY ROAD,07043,Montclair,N,C,,C,
77 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
77 CENTRAL AVENUE-1ST FL,07042,Montclair,N,C,,C,
77 CENTRAL AVENUE-2ND FL,07042,Montclair,N,C,,C,
77 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
77 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
77 CLUB ROAD,07043,Montclair,N,C,,C,
77 Cedar Avenue,07042,Montclair,N,C,,C,
77 Columbus Avenue,07042,Montclair,N,C,,C,
77 EAGLE ROCK WAY,07042,Montclair,N,C,,C,
77 EDGEMONT ROAD,07042,Montclair,N,C,,C,
77 ELM STREET,07042,Montclair,N,C,,C,
77 Essex Avenue,07042,Montclair,Y,C,,O,BRASS
77 FOREST STREET 1ST,07042,Montclair,N,C,,C,
77 FOREST STREET 2ND,07042,Montclair,N,C,,C,
77 GROVE STREET-BUILDING A,07043,Montclair,N,C,,C,
77 GROVE STREET-BUILDING B,07043,Montclair,N,C,,C,
77 Gordonhurst Avenue,07043,Montclair,Y,C,,G,
77 HIGHLAND AVENUE,07043,Montclair,N,C,,C,
77 Inwood Avenue,07043,Montclair,N,C,,C,
77 MIDLAND AVENUE,07042,Montclair,N,C,,C,
77 Mission Street,07042,Montclair,Y,C,,UX,
77 Myrtle Avenue,07042,Montclair,N,C,,C,
77 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
77 Normal Avenue,07043,Montclair,N,C,,C,
77 ORANGE ROAD,07042,Montclair,N,C,,C,
77 OVERLOOK ROAD,07043,Montclair,N,C,,C,
77 PARK STREET,07043,Montclair,N,C,,C,
77 PINE STREET,07042,Montclair,N,C,,C,
77 PLEASANT WAY,07042,Montclair,N,C,,C,
77 PORTER PLACE,07042,Montclair,N,C,,C,
77 Pleasant Avenue,07042,Montclair,N,C,,C,
77 S MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
77 S MOUNTAIN AVENUE (REAR),07042,Montclair,N,C,,C,
77 STONEBRIDGE ROAD,07042,Montclair,N,C,,C,
77 Upper Mountain Avenue,07042,Montclair,Y,C,,UX,
77 WALNUT STREET 1ST,07042,Montclair,N,C,,C,
77 WALNUT STREET 2ND,07042,Montclair,N,C,,C,
77 WARREN PLACE,07042,Montclair,N,C,,C,
77 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
771 VALLEY ROAD,07043,Montclair,N,C,,C,
772 Valley Road,07043,Montclair,N,C,,C,
775 Bloomfield Avenue,07042,Montclair,N,C,,C,
777 Bloomfield Avenue,07042,Montclair,Y,C,,UX,
778 VALLEY ROAD,07043,Montclair,N,C,,C,
78 Beverly Road,07043,Montclair,N,C,,C,
78 CLINTON AVENUE,07042,Montclair,N,C,,C,
78 COLUMBUS AVENUE,07042,Montclair,N,C,,C,
78 Central Avenue,07042,Montclair,N,C,,C,
78 Dryden Road,07043,Montclair,N,C,,C,
78 EDGEMONT ROAD,07042,Montclair,N,C,,C,
78 GORDONHURST AVENUE,07043,Montclair,N,C,,C,
78 Grove Street,07043,Montclair,N,C,,C,
78 HAWTHORNE PLACE,07042,Montclair,N,C,,C,
78 HIGH STREET,07042,Montclair,N,C,,C,
78 INWOOD AVENUE,07043,Montclair,N,C,,C,
78 LLOYD ROAD,07042,Montclair,N,C,,C,
78 MIDLAND AVENUE,07042,Montclair,N,C,,C,
78 MISSION STREET 1ST,07042,Montclair,N,C,,C,
78 MISSION STREET 2ND,07042,Montclair,N,C,,C,
78 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
78 N WILLOW STREET,07042,Montclair,N,C,,C,
78 PINE STREET,07042,Montclair,N,C,,C,
78 PLYMOUTH STREET,07042,Montclair,N,C,,C,
78 WATCHUNG AVENUE,07043,Montclair,N,C,,C,
78 WILLOWDALE AVENUE,07042,Montclair,N,C,,C,
78-80 Chestnut Street,07042,Montclair,Y,C,,UX,
783 VALLEY ROAD,07043,Montclair,N,C,,C,
785 Valley Road,07043,Montclair,Y,C,,G,
786 VALLEY ROAD,07043,Montclair,N,C,,C,
789 VALLEY ROAD,07043,Montclair,N,C,,C,
79 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
79 Beverly Road,07043,Montclair,N,C,,C,
79 CENTRAL AVENUE 2ND,07042,Montclair,N,C,,C,
79 CENTRAL AVENUE-1ST,07042,Montclair,N,C,,C,
79 CLAREMONT AVENUE,07042,Montclair,N,C,,C,
79 EDGEMONT ROAD,07042,Montclair,N,C,,C,
79 ESSEX AVENUE,07042,Montclair,N,C,,C,
79 Elm Street,07042,Montclair,Y,C,,L,
79 FOREST STREET,07042,Montclair,N,C,,C,
79 Gordonhurst Avenue,07043,Montclair,N,C,,C,
79 HAWTHORNE PLACE,07042,Montclair,N,C,,C,
79 HIGH STREET,07042,Montclair,N,C,,C,
79 INWOOD AVENUE,07043,Montclair,N,C,,C,
79 LLEWELLYN ROAD,07042,Montclair,N,C,,C,
79 Lloyd Road,07042,Montclair,N,C,,C,
79 MIDLAND AVENUE,07042,Montclair,N,C,,C,
79 MISSION STREET 1ST,07042,Montclair,N,C,,C,
79 MISSION STREET 2ND,07042,Montclair,N,C,,C,
79 MONTAGUE PLACE,07042,Montclair,N,C,,C,
79 MYRTLE AVENUE,07042,Montclair,N,C,,C,
79 Montclair Avenue,07043,Montclair,N,C,,C,
79 N FULLERTON AVENUE,07042,Montclair,N,C,,C,
79 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
79 NORMAL AVENUE,07043,Montclair,N,C,,C,
79 PINE STREET,07042,Montclair,N,C,,C,
79 PLEASANT WAY,07042,Montclair,N,C,,C,
79 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
79 VALLEY ROAD,07043,Montclair,N,C,,C,
79 Watchung Avenue,07043,Montclair,Y,C,,G,
792 VALLEY ROAD,07043,Montclair,N,C,,C,
796 VALLEY ROAD,07043,Montclair,N,C,,C,
798 VALLEY ROAD,07043,Montclair,N,C,,C,
7A PARK STREET,07043,Montclair,N,C,,C,
8 ALEXANDER AVENUE,07043,Montclair,N,C,,C,
8 AMHERST PLACE,07043,Montclair,N,C,,C,
8 APPLETON PLACE,07043,Montclair,N,C,,C,
8 ARGYLE ROAD,07043,Montclair,N,C,,C,
8 Aubrey Road,07043,Montclair,Y,C,,O,BRASS
8 BELL STREET #3,07042,Montclair,N,C,,C,
8 BELLAIRE DRIVE,07042,Montclair,N,C,,C,
8 BELLEGROVE DRIVE,07043,Montclair,N,C,,C,
8 BELVIDERE PLACE,07042,Montclair,N,C,,C,
8 BRUNSWICK ROAD,07042,Montclair,N,C,,C,
8 BURNSIDE STREET,07043,Montclair,N,C,,C,
8 Bell Street,07042,Montclair,N,C,,C,
8 Brooklawn Road,07042,Montclair,N,C,,C,
8 Bruce Road,07043,Montclair,N,C,,C,
8 CARLTON DRIVE,07043,Montclair,N,C,,C,
8 CARRIAGE WAY,07042,Montclair,N,C,,C,
8 CARTERET STREET,07043,Montclair,N,C,,C,
8 CEDAR AVENUE,07042,Montclair,N,C,,C,
8 CHARLES STREET 1ST,07042,Montclair,N,C,,C,
8 CHARLES STREET 2ND,07042,Montclair,N,C,,C,
8 CHRISTOPHER COURT,07042,Montclair,N,C,,C,
8 CHURCH STREET,07042,Montclair,N,C,,C,
8 CLAREMONT PLACE,07042,Montclair,N,C,,C,
8 CLINTON AVENUE,07042,Montclair,N,C,,C,
8 CLOVERHILL PLACE,07042,Montclair,N,C,,C,
8 CLUB STREET,07042,Montclair,N,C,,C,
8 COLUMBUS AVENUE,07042,Montclair,N,C,,C,
8 CURTIS TERRACE,07042,Montclair,N,C,,C,
8 Carey Court,07042,Montclair,N,C,,C,
8 Carolin Road,07043,Montclair,N,C,,C,
8 Chester Road,07043,Montclair,N,C,,C,
8 Clairidge Court,07042,Montclair,N,C,,C,
8 College Avenue,07043,Montclair,N,C,,C,
8 DEY STREET,07042,Montclair,N,C,,C,
8 DRAPER TERRACE 07042,,Montclair,N,C,,C,
8 EDGECLIFF ROAD,07043,Montclair,N,C,,C,
8 EMERSON PLACE,07043,Montclair,N,C,,C,
8 ERWIN PARK ROAD,07042,Montclair,N,C,,C,
8 Elmwood Avenue,07042,Montclair,N,C,,C,
8 Enfield Avenue,07042,Montclair,N,C,,C,
8 FAIRFIELD STREET,07042,Montclair,N,C,,C,
8 FAIRVIEW PLACE,07043,Montclair,N,C,,C,
8 FERNWOOD PLACE,07043,Montclair,N,C,,C,
8 FRANCIS PLACE,07042,Montclair,N,C,,C,
8 FRANKLIN PLACE,07042,Montclair,N,C,,C,
8 Fairmount Avenue,07043,Montclair,N,C,,C,
8 Friendship Place,07042,Montclair,N,C,,C,
8 GARDEN STREET,07042,Montclair,N,C,,C,
8 GARFIELD PLACE,07043,Montclair,N,C,,C,
8 GLENSIDE TERRACE,07043,Montclair,N,C,,C,
8 GODFREY ROAD,07043,Montclair,N,C,,C,
8 GRAHAM TERRACE,07042,Montclair,N,C,,C,
8 GREENVIEW WAY,07043,Montclair,N,C,,C,
8 GROVE TERRACE,07042,Montclair,N,C,,C,
8 George Street,07042,Montclair,N,C,,C,
8 Gray Street,07042,Montclair,N,C,,C,
8 Grenada Place,07042,Montclair,Y,C,,L,
8 HAMILTON TERRACE,07043,Montclair,N,C,,C,
8 HARTLEY STREET,07042,Montclair,N,C,,C,
8 HAWTHORNE PLACE,07042,Montclair,N,C,,C,
8 HELLER DRIVE,07043,Montclair,N,C,,C,
8 HIGH TERRACE,07042,Montclair,N,C,,C,
8 HILLSIDE AVENUE,07042,Montclair,N,C,,C,
8 HILLTOP PLACE,07042,Montclair,N,C,,C,
8 HOLLAND TERRACE,07042,Montclair,N,C,,C,
8 HOLLYWOOD AVENUE,07042,Montclair,N,C,,C,
8 HOMEWOOD WAY,07042,Montclair,N,C,,C,
8 Harvard Street,07042,Montclair,N,C,,C,
8 Highmont Terrace,07042,Montclair,Y,UX,,UX,
8 JAMES STREET,07042,Montclair,N,C,,C,
8 KENNETH ROAD,07043,Montclair,N,C,,C,
8 KIPS RIDGE,07044,Montclair,N,C,,C,
8 LANSING PLACE,07043,Montclair,N,C,,C,
8 LASALLE ROAD,07043,Montclair,N,C,,C,
8 LAUREL PLACE,07043,Montclair,N,C,,C,
8 LEE PLACE,07043,Montclair,N,C,,C,
8 LEWIS COURT,07042,Montclair,N,C,,C,
8 LEXINGTON AVENUE 1ST,07042,Montclair,N,C,,C,
8 LEXINGTON AVENUE 2ND,07042,Montclair,N,C,,C,
8 Lane Court,07043,Montclair,N,C,,C,
8 MACOPIN AVENUE,07043,Montclair,N,C,,C,
8 MADISON AVENUE,07042,Montclair,N,C,,C,
8 MAPLE AVENUE 1ST,07042,Montclair,N,C,,C,
8 MAPLE AVENUE-2ND,07042,Montclair,N,C,,C,
8 MARQUETTE ROAD,07043,Montclair,N,C,,C,
8 MELROSE PLACE,07042,Montclair,N,C,,C,
8 MISSION STREET,07042,Montclair,N,C,,C,
8 MONROE PLACE,07042,Montclair,N,C,,C,
8 MONTCLAIR AVENUE,07043,Montclair,N,C,,C,
8 MORNINGSIDE AVENUE,07043,Montclair,N,C,,C,
8 MOUNT VERNON ROAD,07043,Montclair,N,C,,C,
8 MOUNTAIN PLACE,07043,Montclair,N,C,,C,
8 MOUNTNSIDE PARK TERRACE,07043,Montclair,N,C,,C,
8 MULFORD LANE,07042,Montclair,N,C,,C,
8 Marston Place,07042,Montclair,Y,C,,G,
8 Mendl Terrace,07042,Montclair,N,C,,C,
8 N BROOKWOOD DRIVE,07042,Montclair,N,C,,C,
8 N MOUNTAIN AVENUE,07042,Montclair,N,C,,C,
8 NASSAU ROAD,07043,Montclair,N,C,,C,
8 NEW STREET,07042,Montclair,N,C,,C,
8 NORMAN ROAD,07043,Montclair,N,C,,C,
8 NOTTING HILL WAY,07042,Montclair,N,C,,C,
8 Nishuane Road,07042,Montclair,Y,C,,UX,
8 Orchard Court,07042,Montclair,Y,C,,UX,
8 Oxford Street 1ST,07042,Montclair,Y,C,,G,
8 Oxford Street 2ND,07042,Montclair,Y,C,,G,
8 PARK TERRACE,07043,Montclair,N,C,,C,
8 PIERPONT DR,07042,Montclair,N,C,,C,
8 PIERSON PLACE,07042,Montclair,N,C,,C,
8 PLEASANT AVENUE,07042,Montclair,N,C,,C,
8 PROSPECT TERRACE,07042,Montclair,N,C,,C,
8 Prescott Avenue,07042,Montclair,Y,C,,UX,
8 RIVERVIEW DRIVE W,07043,Montclair,N,C,,C,
8 RUTGERS PLACE,07043,Montclair,N,C,,C,
8 Rosedale Avenue,07042,Montclair,N,C,,C,
8 S BROOKWOOD DR,07042,Montclair,N,C,,C,
8 S MOUNTAIN AVENUE-UNIT A,07042,Montclair,N,C,,C,
8 S MOUNTAIN AVENUE-UNIT B,07042,Montclair,N,C,,C,
8 S MOUNTAIN AVENUE-UNIT C,07042,Montclair,N,C,,C,
8 S MOUNTAIN AVENUE-UNIT D,07042,Montclair,N,C,,C,
8 S MOUNTAIN AVENUE-UNIT E,07042,Montclair,N,C,,C,
8 SEARS PLACE,07042,Montclair,N,C,,C,
8 SKYTOP TERRACE,07043,Montclair,N,C,,C,
8 SOUTHERN TERRACE,07042,Montclair,N,C,,C,
8 STANFORD PLACE,07042,Montclair,N,C,,C,
8 STEPHEN COURT,07043,Montclair,N,C,,C,
8 STEPHEN STREET,07042,Montclair,N,C,,C,
8 STONEBRIDGE ROAD,07042,Montclair,N,C,,C,
8 STONEHENGE ROAD,07043,Montclair,N,C,,C,
8 TALBOT STREET,07042,Montclair,N,C,,C,
8 TENNIS PLACE,07042,Montclair,N,C,,C,
8 THE FAIRWAY,07043,Montclair,N,C,,C,
8 TUERS PLACE,07043,Montclair,N,C,,C,
8 VALLEY PLACE,07043,Montclair,N,C,,C,
8 VAN BREEMEN COURT,07043,Montclair,N,C,,C,
8 VICTORIA TERRACE,07043,Montclair,N,C,,C,
8 VINCENT PLACE,07042,Montclair,N,C,,C,
8 Vera Place,07042,Montclair,Y,C,,G,
8 WALNUT PARKWAY 1ST,07042,Montclair,N,C,,C,
8 WALNUT PARKWAY 2ND,07042,Montclair,N,C,,C,
8 WARD PLACE 1ST,07042,Montclair,N,C,,C,
8 WARD PLACE 2ND,07042,Montclair,N,C,,C,
8 WARMAN STREET,07042,Montclair,N,C,,C,
8 WASHINGTON STREET,07042,Montclair,N,C,,C,
8 WASHINGTON STREET-2ND,07042,Montclair,N,C,,C,
8 WATERBURY ROAD,07043,Montclair,N,C,,C,
8 WELLESLEY ROAD,07043,Montclair,N,C,,C,
8 WENDOVER ROAD,07042,Montclair,N,C,,C,
8 WILFRED STREET,07042,Montclair,N,C,,C,
8 WILLIAM STREET,07042,Montclair,N,C,,C,
8 WILLOWDALE COURT,07042,Montclair,N,C,,C,
8 WILLOWMERE AVENUE,07042,Montclair,N,C,,C,
8 WINDSOR PLACE,07043,Montclair,N,C,,C,
8 WOODMONT ROAD,07043,Montclair,N,C,,C,
8 Warfield Street,07043,Montclair,N,C,,C,
8 Wheeler Street,07042,Montclair,Y,C,,G,
8 Willowdale Avenue,07042,Montclair,Y,C,,UX,
8 YALE TERRACE,07042,Montclair,N,C,,C,
8-10 ELM STREET,07042,Montclair,N,C,,C,
8-10 S FULLERTON AVENUE,07042,Montclair,N,C,,C,
80 BELLEVUE AVENUE,07043,Montclair,N,C,,C,
80 BUCKINGHAM ROAD,07043,Montclair,N,C,,C,
80 Bay Street,07042,Montclair,N,C,,C,
80 CHRISTOPHER STREET,07043,Montclair,N,C,,C,
